Planet Name,Host Name,Number of Stars,Number of Moons,Discovery Method,Discovery Year,Discovery Facility,Orbital Period,Orbital Period (Upper),Orbital Period (Lower),Orbital Semi- Major Axis,Earth Radius,Earth Radius (Upper),Earth Radius (Lower),Jupiter Radius,Earth Mass,Earth Mass (Upper),Earth Mass (Lower),Spectral Type,Stellar Radius,Stellar Mass,Stellar Mass (Upper),Stellar Mass (Lower),Stellar Age,Relative Distance,Relative Distance (Upper),Relative Distance (Lower),Number of Emission Spectroscopy Measurements
K2-153 b,K2-153,1,0,Transit,2018,K2,7.51574,0.00205,-0.0024,0.0614,2,0.21,-0.18,0.178,4.66,,,M3.0 V,0.53,0.55,0.01,-0.01,,143.125,0.915,-0.903,0
K2-154 b,K2-154,1,0,Transit,2018,K2,3.67626,0.0003,-0.00031,0.0405,1.99,0.21,-0.11,0.178,4.62,,,M0.0 V,0.63,0.65,0.02,-0.01,,129.356,0.445,-0.445,0
K2-154 c,K2-154,1,0,Transit,2018,K2,7.95486,0.00084,-0.00085,0.0677,2.07,0.18,-0.13,0.185,4.94,,,M0.0 V,0.63,0.65,0.02,-0.01,,129.356,0.445,-0.445,0
K2-155 b,K2-155,1,0,Transit,2018,K2,6.342,0.002,-0.002,0.0562,1.8,0.2,-0.1,0.161,3.89,,,K7,0.58,0.65,0.06,-0.03,,72.7998,0.2864,-0.2841,0
K2-155 c,K2-155,1,0,Transit,2018,K2,13.85,0.006,-0.006,0.0946,2.6,0.7,-0.2,0.232,7.27,,,K7,0.58,0.65,0.06,-0.03,,72.7998,0.2864,-0.2841,0
K2-155 d,K2-155,1,0,Transit,2018,K2,40.718,0.005,-0.005,0.1937,1.9,0.7,-0.2,0.17,4.27,,,K7,0.58,0.65,0.06,-0.03,,72.7998,0.2864,-0.2841,0
K2-156 b,K2-156,1,0,Transit,2018,K2,0.81314,0.00007,-0.00008,0.0149,1.15,0.1,-0.07,0.103,1.6,,,,0.66,0.66,0.02,-0.01,,150.21,1.085,-1.069,0
K2-157 b,K2-157,1,0,Transit,2018,K2,0.365257,0.000029,-0.000029,,1.055,0.147,-0.098,0.094,1.18,,,,0.88,0.94,0.02,-0.03,,298.373,4.59,-4.455,0
K2-158 b,K2-158,1,0,Transit,2018,K2,10.06049,0.00134,-0.00148,0.0887,2.64,0.16,-0.1,0.236,7.46,,,,0.95,0.92,0.03,-0.02,,197.299,2.061,-2.02,0
K2-158 c,K2-158,1,0,Transit,2018,K2,5.90279,0.00191,-0.00233,0.0622,1.28,0.13,-0.1,0.114,2.18,,,,0.95,0.92,0.03,-0.02,,197.299,2.061,-2.02,0
K2-159 b,K2-159,1,0,Transit,2018,K2,12.42205,0.0018,-0.00182,0.1013,2.26,0.17,-0.11,0.202,5.73,,,,0.83,0.9,0.02,-0.03,,170.998,1.424,-1.402,0
K2-16 b,K2-16,1,0,Transit,2015,K2,7.6188,0.00087,-0.00087,0.0667,2.02,0.24,-0.24,0.18,4.74,,,K3 V,0.66,0.68,0.03,-0.03,,334.967,4.1785,-4.1785,0
K2-16 c,K2-16,1,0,Transit,2015,K2,19.07863,0.00327,-0.00327,0.1229,2.54,1.12,-0.47,0.227,6.99,,,K3 V,0.66,0.68,0.03,-0.03,,334.967,4.1785,-4.1785,0
K2-160 b,K2-160,1,0,Transit,2018,K2,3.705871,0.000074,-0.000076,,3.178,0.214,-0.145,0.284,10.2,,,,0.91,0.98,0.02,-0.03,,315.363,4.512,-4.389,0
K2-161 b,K2-161,1,0,Transit,2018,K2,9.283188,0.002052,-0.0023,,6.117,1.633,-0.783,0.546,31.1,,,,2.57,0.99,0.08,-0.06,,916.319,46.341,-46.341,0
K2-162 b,K2-162,1,0,Transit,2018,K2,9.45889,0.00104,-0.00107,0.0795,1.44,0.11,-0.07,0.128,2.67,,,,0.69,0.75,0.02,-0.02,,124.433,0.617,-0.61,0
K2-163 b,K2-163,1,0,Transit,2018,K2,6.673117,0.000316,-0.000303,,2.466,0.257,-0.124,0.22,6.65,,,,0.76,0.83,0.02,-0.02,,208.529,4.248,-4.084,0
K2-164 b,K2-164,1,0,Transit,2018,K2,17.355066,0.004097,-0.003808,,3.249,0.515,-0.413,0.29,10.6,,,,2.2,1.18,0.09,-0.06,,375.67,7.713,-7.414,0
K2-165 b,K2-165,1,0,Transit,2018,K2,2.354992,0.000246,-0.000261,,1.274,0.145,-0.097,0.114,2.17,,,,0.8,0.83,0.03,-0.03,,134.591,1.2,-1.178,0
K2-165 c,K2-165,1,0,Transit,2018,K2,4.382745,0.000514,-0.000536,,1.554,0.209,-0.11,0.139,3.03,,,,0.8,0.83,0.03,-0.03,,134.591,1.2,-1.178,0
K2-165 d,K2-165,1,0,Transit,2018,K2,14.101361,0.001146,-0.001065,,2.648,0.253,-0.148,0.236,7.5,,,,0.8,0.83,0.03,-0.03,,134.591,1.2,-1.178,0
K2-166 b,K2-166,1,0,Transit,2018,K2,8.52695,0.00362,-0.0037,0.0858,2.19,0.2,-0.19,0.195,5.43,,,,1.61,1.16,0.05,-0.03,,476.882,9.692,-9.321,0
K2-167 b,K2-167,1,0,Transit,2018,K2,9.977481,0.001039,-0.001007,,2.819,0.519,-0.453,0.252,8.34,,,F7 V,1.83,1.02,0.12,-0.09,,80.8994,0.4731,-0.4677,0
K2-168 b,K2-168,1,0,Transit,2018,K2,15.8523,0.0025,-0.0012,,1.86,0.24,-0.11,0.166,4.12,,,,0.83,0.88,0.06,-0.03,,243.935,4.239,-4.099,0
K2-169 b,K2-169,1,0,Transit,2018,K2,6.380803,0.000778,-0.000699,,1.273,0.107,-0.077,0.114,2.16,,,,0.92,0.99,0.03,-0.03,,235.867,4.698,-4.522,0
K2-17 b,K2-17,1,0,Transit,2015,K2,17.96753,0.00152,-0.00152,0.119,2.23,0.2,-0.2,0.199,5.6,,,K7,0.66,0.71,0.02,-0.05,,125.106,0.663,-0.657,0
K2-170 b,K2-170,1,0,Transit,2018,K2,7.576544,0.001841,-0.00169,,1.418,0.202,-0.131,0.127,2.6,,,,0.98,0.96,0.03,-0.03,,392.872,6.502,-6.298,0
K2-170 c,K2-170,1,0,Transit,2018,K2,12.400047,0.001735,-0.001883,,1.802,0.245,-0.158,0.161,3.9,,,,0.98,0.96,0.03,-0.03,,392.872,6.502,-6.298,0
K2-171 b,K2-171,1,0,Transit,2018,K2,5.628466,0.001731,-0.001519,,2.687,0.4,-0.332,0.24,7.69,,,,1.72,0.89,0.06,-0.03,,606.128,18.747,-17.673,0
K2-172 b,K2-172,1,0,Transit,2018,K2,14.316941,0.001445,-0.001411,,1.666,0.16,-0.095,0.149,3.42,,,,0.87,0.93,0.03,-0.03,,249.742,2.942,-2.876,0
K2-172 c,K2-172,1,0,Transit,2018,K2,29.62682,0.001555,-0.001607,,3.206,0.189,-0.139,0.286,10.4,,,,0.87,0.93,0.03,-0.03,,249.742,2.942,-2.876,0
K2-173 b,K2-173,1,0,Transit,2018,K2,5.868699,0.000446,-0.000408,,1.608,0.16,-0.105,0.143,3.22,,,,0.84,0.88,0.03,-0.04,,228.641,1.956,-1.923,0
K2-174 b,K2-174,1,0,Transit,2018,K2,19.562307,0.000078,-0.000076,0.126,2.6,0.1,-0.1,0.232,7.27,,,,0.68,0.7,0.03,-0.02,,99.9293,0.3607,-0.3581,0
K2-175 b,K2-175,1,0,Transit,2018,K2,9.525988,0.001241,-0.00128,,2.038,0.355,-0.271,0.182,4.81,,,,1.42,1.09,0.06,-0.04,,247.266,2.805,-2.744,0
K2-176 b,K2-176,1,0,Transit,2018,K2,5.329439,0.00061,-0.000709,,1.491,0.123,-0.093,0.133,2.83,,,,0.86,0.94,0.02,-0.02,,247.302,3.676,-3.572,0
K2-177 b,K2-177,1,0,Transit,2018,K2,14.155185,0.00315,-0.002965,,2.116,0.283,-0.159,0.189,5.13,,,,1.21,1.21,0.03,-0.04,,492.167,12.88,-12.25,0
K2-178 b,K2-178,1,0,Transit,2018,K2,8.747818,0.000363,-0.000358,,3.558,0.204,-0.138,0.317,12.4,,,,0.89,0.95,0.02,-0.03,,214.753,1.838,-1.808,0
K2-179 b,K2-179,1,0,Transit,2018,K2,5.172191,0.000201,-0.000202,,2.513,0.164,-0.121,0.224,6.86,,,,0.77,0.82,0.02,-0.03,,190.81,2.126,-2.08,0
K2-18 b,K2-18,1,0,Transit,2015,K2,32.939623,0.000095,-0.0001,0.1429,2.37,0.22,-0.22,0.211,8.92,1.7,-1.6,M2.5 V,0.41,0.36,0.05,-0.05,,38.0266,0.07955,-0.07955,0
K2-18 c,K2-18,1,0,Radial Velocity,2017,La Silla Observatory,8.962,0.008,-0.008,0.06,2.65,,,0.236,7.51,1.33,-1.33,M2.5 V,0.41,0.36,0.05,-0.05,,38.0266,0.07955,-0.07955,0
K2-180 b,K2-180,1,0,Transit,2018,K2,8.8665,0.0003,-0.0003,0.075,2.242,0.123,-0.123,0.2,11.44182,1.90697,-1.90697,K2 V,0.69,0.71,0.03,-0.03,9.5,203.896,1.742,-1.712,0
K2-181 b,K2-181,1,0,Transit,2018,K2,6.894256,0.000704,-0.000722,0.0706,2.84,0.2,-0.2,0.253,8.45,,,,1.07,0.99,0.04,-0.04,,360.911,5.351,-5.201,0
K2-182 b,K2-182,1,0,Transit,2018,K2,4.736837,0.000079,-0.000081,0.0529,2.76,0.07,-0.07,0.246,8.05,,,,0.8,0.88,0.02,-0.02,,154.83,1.256,-1.236,0
K2-183 b,K2-183,1,0,Transit,2018,K2,0.469269,0.000026,-0.000024,,2.599,25.513,-1.391,0.232,7.27,,,,0.87,0.94,0.02,-0.02,,329.041,4.293,-4.185,0
K2-183 c,K2-183,1,0,Transit,2018,K2,10.792635,0.001175,-0.001054,0.0932,2.87,0.21,-0.21,0.256,8.6,,,,0.97,0.93,0.04,-0.04,,329.041,4.293,-4.185,0
K2-183 d,K2-183,1,0,Transit,2018,K2,22.631964,0.004371,-0.003094,0.1527,2.86,0.27,-0.27,0.255,8.55,,,,0.97,0.93,0.04,-0.04,,329.041,4.293,-4.185,0
K2-184 b,K2-184,1,0,Transit,2018,K2,16.995731,0.001288,-0.00129,0.1229,1.55,0.09,-0.09,0.138,3.02,,,,0.78,0.86,0.02,-0.02,,75.5857,0.3346,-0.3318,0
K2-185 b,K2-185,1,0,Transit,2018,K2,10.616646,0.001632,-0.001801,,1.313,0.22,-0.116,0.117,2.28,,,,0.91,0.98,0.03,-0.03,,268.357,3.298,-3.22,0
K2-185 c,K2-185,1,0,Transit,2018,K2,52.713494,0.000155,-0.000164,,2.39,0.09,-0.09,0.213,6.3,,,,0.94,0.96,0.05,-0.07,,268.357,3.298,-3.22,0
K2-186 b,K2-186,1,0,Transit,2018,K2,41.474219,0.003288,-0.004316,,3.172,0.264,-0.163,0.283,10.2,,,,0.98,1.02,0.02,-0.03,,330.739,5.444,-5.274,0
K2-187 b,K2-187,1,0,Transit,2018,K2,0.77392,0.000095,-0.000092,0.0164,1.3,0.13,-0.13,0.116,2.24,,,,0.92,0.98,0.04,-0.04,,330.916,5.727,-5.539,0
K2-187 c,K2-187,1,0,Transit,2018,K2,2.872042,0.000424,-0.00042,0.0392,1.8,0.14,-0.14,0.161,3.89,,,,0.92,0.98,0.04,-0.04,,330.916,5.727,-5.539,0
K2-187 d,K2-187,1,0,Transit,2018,K2,7.14921,0.000776,-0.000788,0.072,3.17,0.18,-0.18,0.283,10.2,,,,0.92,0.98,0.04,-0.04,,330.916,5.727,-5.539,0
K2-187 e,K2-187,1,0,Transit,2018,K2,13.609878,0.003478,-0.002786,0.1106,2.38,0.18,-0.18,0.212,6.26,,,,0.92,0.98,0.04,-0.04,,330.916,5.727,-5.539,0
K2-188 b,K2-188,1,0,Transit,2018,K2,1.742169,0.000457,-0.000365,0.0289,1.35,0.11,-0.11,0.12,2.39,,,,1.19,1.06,0.03,-0.03,,446.821,8.707,-8.385,0
K2-188 c,K2-188,1,0,Transit,2018,K2,7.810253,0.000846,-0.000844,0.0785,2.83,0.15,-0.15,0.252,8.4,,,,1.19,1.06,0.03,-0.03,,446.821,8.707,-8.385,0
K2-189 b,K2-189,1,0,Transit,2018,K2,2.588309,0.000221,-0.000207,0.0361,1.52,0.09,-0.09,0.136,2.92,,,,0.87,0.94,0.03,-0.03,,242.113,1.94,-1.91,0
K2-189 c,K2-189,1,0,Transit,2018,K2,6.679195,0.000383,-0.00039,0.068,2.5,0.12,-0.12,0.223,6.8,,,,0.87,0.94,0.03,-0.03,,242.113,1.94,-1.91,0
K2-19 b,K2-19,1,0,Transit,2015,K2,7.9194,0.00005,-0.00005,0.074,7.74,0.39,-0.39,0.691,28.5,5.4,-5,G9 V,0.86,0.93,0.05,-0.05,8,289.827,5.68,-5.469,0
K2-19 c,K2-19,1,0,Transit,2015,K2,11.90715,0.0015,-0.0015,0.0971,4.86,0.62,-0.44,0.434,7.5,3,-1.4,G9 V,0.86,0.93,0.05,-0.05,8,289.827,5.68,-5.469,0
K2-19 d,K2-19,1,0,Transit,2016,K2,2.50856,0.00041,-0.00041,0.0344,1.14,0.13,-0.13,0.102,14,,,G9 V,0.86,0.93,0.05,-0.05,8,289.827,5.68,-5.469,0
K2-190 b,K2-190,1,0,Transit,2018,K2,10.098858,0.000619,-0.000643,,1.357,0.176,-0.102,0.121,2.41,,,,0.91,0.9,0.03,-0.04,,160.679,1.15,-1.135,0
K2-190 c,K2-190,1,0,Transit,2018,K2,21.574023,0.00573,-0.004302,,1.093,0.152,-0.092,0.098,1.34,,,,0.91,0.9,0.03,-0.04,,160.679,1.15,-1.135,0
K2-191 b,K2-191,1,0,Transit,2018,K2,2.858646,0.000172,-0.000176,,1.579,0.265,-0.132,0.141,3.12,,,,0.84,0.9,0.03,-0.03,,287.188,2.387,-2.348,0
K2-192 b,K2-192,1,0,Transit,2018,K2,4.162817,0.000432,-0.000447,0.049,1.52,0.13,-0.13,0.136,2.92,,,,0.81,0.9,0.01,-0.01,,221.753,1.818,-1.788,0
K2-193 b,K2-193,1,0,Transit,2018,K2,14.786889,0.000803,-0.00081,0.1184,3.95,0.12,-0.12,0.352,14.8,,,,0.98,1.01,0.05,-0.05,,411.923,3.646,-3.583,0
K2-194 b,K2-194,1,0,Transit,2018,K2,39.721386,0.005704,-0.005555,,3.642,0.618,-0.5,0.325,12.9,,,,1.28,1.11,0.05,-0.03,,629.51,18.604,-17.584,0
K2-195 b,K2-195,1,0,Transit,2018,K2,15.852975,0.001201,-0.001168,0.1208,3.13,0.12,-0.12,0.279,9.96,,,,0.99,0.94,0.04,-0.04,,315.014,4.204,-4.096,0
K2-195 c,K2-195,1,0,Transit,2018,K2,28.482786,0.006439,-0.00731,,2.576,0.272,-0.149,0.23,7.16,,,,0.91,0.96,0.03,-0.03,,315.014,4.204,-4.096,0
K2-196 b,K2-196,1,0,Transit,2018,K2,48.324222,0.008457,-0.008716,,3.6,0.603,-0.503,0.321,12.6,,,,1.54,1.16,0.07,-0.05,,584.877,22.597,-21.003,0
K2-197 b,K2-197,1,0,Transit,2018,K2,8.357881,0.00071,-0.000686,0.0806,2.56,0.16,-0.16,0.228,7.08,,,,0.93,1,0.02,-0.02,,247.637,2.393,-2.349,0
K2-198 b,K2-198,1,0,Transit,2018,K2,17.0428683,0.0000071,-0.0000035,,4.189,0.228,-0.098,0.374,16.3,,,,0.76,0.8,0.09,-0.04,,110.567,0.874,-0.86,0
K2-198 c,K2-198,1,0,Transit,2019,K2,3.3596055,0.000004,-0.0000021,,1.423,0.081,-0.036,0.127,2.61,,,,0.76,0.8,0.09,-0.04,,110.567,0.874,-0.86,0
K2-198 d,K2-198,1,0,Transit,2019,K2,7.4500177,0.0000052,-0.0000026,,2.438,0.13,-0.056,0.218,6.52,,,,0.76,0.8,0.09,-0.04,,110.567,0.874,-0.86,0
K2-199 b,K2-199,1,0,Transit,2018,K2,3.225338,0.000195,-0.000198,0.0385,1.87,0.14,-0.14,0.167,4.16,,,,0.68,0.73,0.02,-0.02,,107.518,0.602,-0.596,0
K2-199 c,K2-199,1,0,Transit,2018,K2,7.374694,0.000306,-0.000291,0.0668,2.78,0.14,-0.14,0.248,8.15,,,,0.68,0.73,0.02,-0.02,,107.518,0.602,-0.596,0
K2-200 b,K2-200,1,0,Transit,2018,K2,2.849883,0.000188,-0.00018,,1.364,0.143,-0.105,0.122,2.43,,,,0.79,0.86,0.02,-0.03,,184.131,1.875,-1.839,0
K2-201 b,K2-201,1,0,Transit,2018,K2,1.05979,0.000043,-0.000044,,1.4,0.135,-0.077,0.125,2.54,,,,0.88,0.96,0.02,-0.02,,197.932,1.675,-1.647,0
K2-201 c,K2-201,1,0,Transit,2018,K2,22.779878,0.001957,-0.001947,,3.286,0.398,-0.184,0.293,10.8,,,,0.88,0.96,0.02,-0.02,,197.932,1.675,-1.647,0
K2-202 b,K2-202,1,0,Transit,2018,K2,3.405164,0.000126,-0.000121,,2.302,0.184,-0.129,0.205,5.91,,,,0.91,0.97,0.03,-0.03,,300.397,2.651,-2.606,0
K2-203 b,K2-203,1,0,Transit,2018,K2,9.695101,0.001285,-0.001334,,1.371,0.275,-0.121,0.122,2.45,,,,0.76,0.79,0.03,-0.03,,166.147,1.572,-1.543,0
K2-204 b,K2-204,1,0,Transit,2018,K2,7.055784,0.00065,-0.000641,,3.046,0.433,-0.373,0.272,9.51,,,,1.18,1.01,0.03,-0.03,,577.235,17.823,-16.805,0
K2-205 b,K2-205,1,0,Transit,2018,K2,26.672263,0.00416,-0.003676,,1.996,0.27,-0.231,0.178,4.64,,,,1.08,0.95,0.04,-0.04,,405.301,9.162,-8.773,0
K2-206 b,K2-206,1,0,Transit,2018,K2,18.294549,0.001728,-0.001599,,2.795,0.223,-0.155,0.249,8.22,,,,0.76,0.79,0.03,-0.03,,244.443,3.114,-3.039,0
K2-207 b,K2-207,1,0,Transit,2018,K2,12.48749,0.001208,-0.001162,,2.606,0.37,-0.209,0.232,7.3,,,,0.93,0.94,0.03,-0.03,,363.064,5.626,-5.46,0
K2-208 b,K2-208,1,0,Transit,2018,K2,4.190948,0.00023,-0.000248,,1.679,0.165,-0.125,0.15,3.46,,,,0.86,0.93,0.03,-0.03,,256.887,3.221,-3.144,0
K2-209 b,K2-209,1,0,Transit,2018,K2,2.080615,0.000134,-0.00013,,0.869,0.105,-0.062,0.077,0.586,,,,0.71,0.74,0.03,-0.02,,76.4986,0.3054,-0.3031,0
K2-21 b,K2-21,1,0,Transit,2015,K2,9.325038,0.000379,-0.000403,0.076,1.84,0.1,-0.1,0.164,4.04,,,M0.0,0.65,0.68,0.07,-0.07,1,83.6448,0.2665,-0.2649,0
K2-21 c,K2-21,1,0,Transit,2015,K2,15.50192,0.000918,-0.000928,0.107,2.49,0.17,-0.19,0.222,6.76,,,M0.0,0.65,0.68,0.07,-0.07,1,83.6448,0.2665,-0.2649,0
K2-210 b,K2-210,1,0,Transit,2018,K2,0.570233,0.000028,-0.000028,,0.819,0.101,-0.069,0.073,0.474,,,,0.85,0.91,0.02,-0.03,,176.51,1.858,-1.819,0
K2-211 b,K2-211,1,0,Transit,2018,K2,0.669558,0.000032,-0.000032,,1.375,0.172,-0.103,0.123,2.46,,,,0.82,0.88,0.02,-0.03,,272.297,4.179,-4.057,0
K2-212 b,K2-212,1,0,Transit,2018,K2,9.79551,0.000316,-0.000319,0.0785,2.52,0.12,-0.12,0.225,6.9,,,,0.65,0.67,0.02,-0.02,,109.218,0.931,-0.916,0
K2-213 b,K2-213,1,0,Transit,2018,K2,8.13087,0.001771,-0.001799,,1.514,0.298,-0.21,0.135,2.9,,,,1.2,1.07,0.06,-0.04,,389.702,6.94,-6.704,0
K2-214 b,K2-214,1,0,Transit,2018,K2,8.596802,0.001006,-0.000847,0.0834,2.43,0.13,-0.13,0.217,6.48,,,,1.27,1.05,0.03,-0.03,,300.64,4.186,-4.075,0
K2-215 b,K2-215,1,0,Transit,2018,K2,8.269648,0.000467,-0.000456,,2.124,0.259,-0.158,0.189,5.16,,,,0.97,1,0.03,-0.03,,403.964,6.434,-6.24,0
K2-216 b,K2-216,1,0,Transit,2018,K2,2.1748,0.00005,-0.00005,0.028,1.75,0.17,-0.1,0.156,8,1.6,-1.6,K5 V,0.72,0.7,0.03,-0.03,,115.461,0.71,-0.701,0
K2-217 b,K2-217,1,0,Transit,2018,K2,14.074524,0.000994,-0.000938,,3.579,0.698,-0.485,0.319,12.5,,,,1.33,1.1,0.05,-0.04,,381.878,7.649,-7.36,0
K2-218 b,K2-218,1,0,Transit,2018,K2,8.679885,0.000417,-0.00043,,2.569,0.275,-0.152,0.229,7.13,,,,1.01,1.05,0.03,-0.03,,394.083,10.017,-9.541,0
K2-219 b,K2-219,1,0,Transit,2018,K2,3.901287,0.00066,-0.000677,,1.348,0.202,-0.181,0.12,2.38,,,,1.19,1.02,0.03,-0.03,,325.4,4.842,-4.705,0
K2-219 c,K2-219,1,0,Transit,2018,K2,6.66767,0.001283,-0.001569,,1.438,0.214,-0.192,0.128,2.66,,,,1.19,1.02,0.03,-0.03,,325.4,4.842,-4.705,0
K2-219 d,K2-219,1,0,Transit,2018,K2,11.137278,0.000808,-0.000786,,2.576,0.357,-0.323,0.23,7.16,,,,1.19,1.02,0.03,-0.03,,325.4,4.842,-4.705,0
K2-22 b,K2-22,2,0,Transit,2015,K2,0.381078,0.000001,-0.000001,0.0088,2.5,0.4,-0.4,0.223,444.962,,,M0 V,0.57,0.6,0.07,-0.07,,243.836,2.7975,-2.7975,0
K2-220 b,K2-220,1,0,Transit,2018,K2,13.683256,0.00105,-0.0011,0.1104,2.39,0.12,-0.12,0.213,6.3,,,,1.02,0.96,0.04,-0.04,,233.514,2.757,-2.695,0
K2-221 b,K2-221,1,0,Transit,2018,K2,2.399094,0.000125,-0.000118,,1.679,0.167,-0.096,0.15,3.46,,,,0.95,1.01,0.02,-0.02,,318.81,6.763,-6.493,0
K2-222 b,K2-222,1,0,Transit,2018,K2,15.387063,0.001815,-0.001876,0.1211,2.39,0.13,-0.13,0.213,6.3,,,,1.09,1,0.04,-0.04,,101.321,0.632,-0.625,0
K2-223 b,K2-223,1,0,Transit,2018,K2,0.50565,0.00006,-0.00005,0.0127,0.89,0.1,-0.08,0.079,0.64,,,,0.99,1.06,0.02,-0.02,,198.604,2.567,-2.503,0
K2-223 c,K2-223,1,0,Transit,2018,K2,4.56327,0.00051,-0.00049,0.0549,1.57,0.11,-0.07,0.14,3.09,,,,0.99,1.06,0.02,-0.02,,198.604,2.567,-2.503,0
K2-224 b,K2-224,1,0,Transit,2018,K2,4.47904,0.00116,-0.00132,0.0516,1.56,0.16,-0.14,0.139,3.05,,,,0.84,0.91,0.02,-0.02,,275.255,2.935,-2.874,0
K2-224 c,K2-224,1,0,Transit,2018,K2,10.09489,0.00119,-0.00114,0.0886,2.41,0.16,-0.12,0.215,6.39,,,,0.84,0.91,0.02,-0.02,,275.255,2.935,-2.874,0
K2-225 b,K2-225,1,0,Transit,2018,K2,15.87209,0.00387,-0.00338,0.134,3.49,0.26,-0.2,0.311,12,,,,1.7,1.27,0.02,-0.04,,357.778,5.896,-5.711,0
K2-226 b,K2-226,1,0,Transit,2018,K2,3.27108,0.00049,-0.0005,0.0413,1.54,0.14,-0.09,0.137,2.99,,,,0.91,0.88,0.03,-0.03,,211.265,3.379,-3.275,0
K2-227 b,K2-227,1,0,Transit,2018,K2,13.621832,0.003188,-0.003268,,1.666,1.221,-0.179,0.149,3.41,,,,0.89,0.95,0.03,-0.03,,187.234,2.056,-2.013,0
K2-228 b,K2-228,1,0,Transit,2018,K2,2.69828,0.00022,-0.00022,0.0338,1.21,0.1,-0.06,0.108,1.92,,,,0.65,0.71,0.02,-0.02,,129.46,4.091,-3.852,0
K2-229 b,K2-229,1,0,Transit,2018,K2,0.58426,0.00002,-0.00002,0.0131,1.14,0.06,-0.03,0.102,2.49,0.42,-0.43,G9,0.79,0.87,0.01,-0.01,5.4,102.564,1.093,-1.07,0
K2-229 c,K2-229,1,0,Transit,2018,K2,8.32727,0.00041,-0.00043,0.0769,2.03,0.12,-0.06,0.181,21.3,,,G9,0.79,0.87,0.01,-0.01,5.4,102.564,1.093,-1.07,0
K2-230 b,K2-230,1,0,Transit,2018,K2,2.86041,0.00061,-0.00061,0.0409,1.96,0.18,-0.16,0.175,4.5,,,,1.39,1.11,0.02,-0.02,,540.773,14.321,-13.613,0
K2-231 b,K2-231,1,0,Transit,2018,K2,13.841901,0.001352,-0.001352,,2.5,0.2,-0.2,0.223,6.8,,,,0.95,1.01,0.03,-0.03,3,321.215,4.198,-4.093,0
K2-232 b,K2-232,1,0,Transit,2018,K2,11.168454,0.000023,-0.000023,0.10356,11.209,0.247,-0.224,1,126.49634,11.75971,-11.75971,,1.16,1.19,0.03,-0.03,1.43,130.72,0.768,-0.759,0
K2-233 b,K2-233,1,0,Transit,2018,K2,2.4675,0.00004,-0.00004,0.03308,1.343,0.018,-0.016,0.12,11.26,,,K3,0.71,0.79,0.01,-0.01,0.36,67.5062,0.2799,-0.2775,0
K2-233 c,K2-233,1,0,Transit,2018,K2,7.06005,0.00024,-0.00027,0.06666,1.281,0.022,-0.021,0.114,12.81,,,K3,0.71,0.79,0.01,-0.01,0.36,67.5062,0.2799,-0.2775,0
K2-233 d,K2-233,1,0,Transit,2018,K2,24.3645,0.00068,-0.00068,0.15224,2.358,0.043,-0.036,0.21,21.14,,,K3,0.71,0.79,0.01,-0.01,0.36,67.5062,0.2799,-0.2775,0
K2-237 b,K2-237,1,0,Transit,2018,K2,2.1805577,0.0000057,-0.0000057,0.0353,18.405,0.56,-0.56,1.642,392.83788,13.98452,-13.98452,F9 V,1.38,1.23,0.05,-0.05,2.55,314.995,7.221,-6.91,0
K2-238 b,K2-238,1,0,Transit,2018,K2,3.20466,0.00003,-0.00003,0.046,14.572,1.681,-1.569,1.3,273.3338,41.3179,-38.1396,G2 V,1.59,1.19,0.08,-0.08,5.63,537.963,,,0
K2-239 b,K2-239,1,0,Transit,2018,K2,5.24,0.001,-0.001,0.0441,1.1,0.1,-0.1,0.098,1.37,,,M3.0 V,0.36,0.4,0.01,-0.01,,31.0849,0.0831,-0.0826,0
K2-239 c,K2-239,1,0,Transit,2018,K2,7.775,0.001,-0.001,0.0576,1,0.1,-0.1,0.089,0.972,,,M3.0 V,0.36,0.4,0.01,-0.01,,31.0849,0.0831,-0.0826,0
K2-239 d,K2-239,1,0,Transit,2018,K2,10.115,0.001,-0.001,0.0685,1.1,0.1,-0.1,0.098,1.37,,,M3.0 V,0.36,0.4,0.01,-0.01,,31.0849,0.0831,-0.0826,0
K2-24 b,K2-24,1,0,Transit,2016,K2,20.88977,0.00034,-0.00035,0.154,5.4,0.2,-0.2,0.482,19,2.2,-2.1,G9 V,1.16,1.07,0.06,-0.06,5.1,170.562,1.36,-1.338,0
K2-24 c,K2-24,1,0,Transit,2016,K2,42.3391,0.0012,-0.0012,0.247,7.5,0.3,-0.3,0.669,15.4,1.9,-1.8,G9 V,1.16,1.07,0.06,-0.06,5.1,170.562,1.36,-1.338,0
K2-240 b,K2-240,1,0,Transit,2018,K2,6.034,0.001,-0.001,0.0513,2,0.2,-0.1,0.178,4.66,,,M0.5 V,0.54,0.58,0.01,-0.01,,72.9105,0.52255,-0.52255,0
K2-240 c,K2-240,1,0,Transit,2018,K2,20.523,0.001,-0.001,0.1159,1.8,0.3,-0.1,0.161,3.89,,,M0.5 V,0.54,0.58,0.01,-0.01,,72.9105,0.52255,-0.52255,0
K2-241 b,K2-241,1,0,Transit,2018,K2,26.8199,0.00245,-0.00247,0.1567,2.55,0.18,-0.1,0.227,7.04,,,,0.75,0.71,0.01,-0.01,,149.464,1.094,-1.078,0
